gene,len
BPIFB2,15999
ARAF,10703
PIRT,15617
CYP2F1,13949
RNU6-1065P,105
RPL15P21,927
RN7SL601P,292
SHISA6,322850
CHRDL1,121963
BPIFB6,12399
RBM19,149587
MOGAT2,15120
NLRP2,48012
LINC01450,15272
CLEC5A,19650
DCHS2,260057
PANK4,18067
PUDPP3,635
BPIFB4,32108
RN7SL786P,297
ZFP2,37314
TXN2,14594
DNAH9,371278
GP6,24559
RNU6-1050P,106
CABP5,14696
PGDP1,1440
SERPINH1,10727
RNF125,69319
VN2R1P,18001
KCNAB1-AS1,5748
RPL21P71,484
AFF4P1,888
SLC9A9-AS1,4825
PPM1L,323300
KRTDAP,8234
SEMA5A-AS1,6753
BPIFA2,19644
SERPINA11,10336
ARL2BPP4,470
INTS6P1,2529
TAS2R38,1142
HNRNPCP4,899
TTC39C,143197
ARHGAP31,126331
SERPINA9,16972
RNU6-102P,103
RMI2,132043
GPR37,21907
FOXRED2,20031
LINC03043,13397
FDPSP7,1053
DTX2P1,25691
FCF1P4,182
GLUD1P9,1172
UPK3BP1,1112
CAPN6,25384
PMS2P11,4302
PMS2P9,3832
TNP2,1785
RBAK-RBAKDN,89503
CDKN2AIP,4429
RPL36P16,305
PTPRK-AS1,57362
FHL2,80801
LDHAL6FP,1081
RAET1M,797
SOCS2P1,901
ZNF586,50284
BPIFA3,10496
FRK,129742
ZNF511,4248
MPDZ,173986
PRM3,430
PRM2,841
C1QTNF2,22887
ADAM20P3,2105
MTND4P8,1361
PARP14,50001
RPS23P4,748
VIP,8968
COPS6,3218
RNU6-496P,98
ZFP42,9275
HMGB1P12,597
ZNF511-PRAP1,43119
RPS9,48194
ZNF235,76317
EIF4BP7,1812
CALY,12863
SRPX2,31593
MTND3P3,343
RNU5A-6P,115
PRM1,489
GALNT10,230254
CABYR,22613
RPL12P3,395
BPIFB1,36391
MIR548H2,87
WWC2,221520
SNN,10697
EEF1DP5,771
BANF1P2,263
RDH13,32183
PRAP1,5315
MTND3P20,185
HMGB1P13,641
RPSAP40,890
COX6A1P3,292
DLL1,24359
NLRP7,42803
ZNF274,30533
SERPINA12,30570
ECHS1,10869
BPIFB5P,13100
LRRC10,2343
ATP1B4,21164
CDK5RAP1,42722
CHCHD6,256180
KLHL32,216134
AMDHD1,25389
VPS13D,282017
MIR3944,107
PAOX,12433
MBOAT7,16470
MS4A7,17466
MIR25,83
MIR93,79
MIR106B,81
CNPY4,5874
PAH,121521
MTCYBP37,1132
TSEN34,4598
TMEM174,1950
RPS15AP18,391
RN7SKP73,291
MIR4458,74
RNU1-76P,158
MBLAC1,1710
MRE11P1,2766
SNORD123,69
RNA5SP177,106
MIR4636,79
MIR887,78
RNU6-679P,105
RNA5SP178,127
RNU7-37P,59
RPL7P60,1053
RNU6-660P,108
MCTS1,27149
RN7SL58P,293
TFPT,8637
SYNPR,388609
SNORD81,76
TRAPPC14,4303
RNU4-43P,136
RNU6-374P,107
RN7SKP207,302
RNU6-1079P,109
CNOT3,17932
RNU6-378P,106
MIR579,97
SNORD29,67
RNU6-358P,74
RNU6-760P,96
MIR4279,57
RNU6-909P,106
MIR3650,59
RNU7-130P,61
MS4A14,39226
RNU1-150P,161
RNU6-480P,106
RNU6-1296P,106
RNU6-272P,103
MIR581,95
RN7SL801P,301
RNA5SP185,113
RNA5SP182,81
RNU6ATAC2P,125
MIR449A,90
MIR449B,96
MIR449C,91
RNU6-299P,99
BCO1,52453
RNA5SP184,107
MIR5687,76
EIF3D,18329
RN7SL169P,288
RNU6-294P,101
RNU6-913P,94
MIR4803,73
RNU7-196P,61
RNU4-11P,131
RN7SL378P,297
RN7SKP295,152
RNU6-620P,95
MIR3660,99
RN7SKP34,243
MIR4280,75
RNU6-448P,106
RNU6-804P,106
RNY3P1,101
CUL4B,98154
PARLP2,1137
SNORD138,78
RN7SL802P,298
MIR548P,83
RNU6-1119P,107
BCKDHB,239623
RN7SKP62,328
ERCC6,85370
RN7SKP68,306
RNU4-90P,140
CCNE1,12321
RNU6-47P,106
RN7SKP230,334
RN7SKP57,292
RNA5SP188,128
LINC02010,5634
RNU1-140P,164
RNU6-644P,97
MIR1244-2,84
RN7SL711P,298
RN7SL174P,288
MIR548F3,86
SNORA13,132
RNU6-752P,101
PRPF31,16309
RNU6-373P,97
RNU6-701P,106
MIR5706,79
RNU7-53P,59
RNU6-718P,104
RNA5SP189,114
MIR4460,85
RN7SL689P,296
MIR4658,64
RNU6-290P,100
GLIS2-AS1,4727
RNU4-69P,142
RNU6ATAC10P,110
GAL3ST4,9373
RNA5SP191,101
MIR4720,75
RNU7-34P,63
NMRAL1,34072
PPIAP51,496
MIR5197,111
RN7SL87P,287
RN7SKP246,316
RNU7-156P,73
MIR7854,64
MIR6504,60
RNU6-588P,104
RNU6-390P,102
RN7SL655P,297
MIR378A,65
MIR3142,81
MIR1972-2,76
MIR146A,98
RNA5SP194,112
RNU6-164P,102
PTPN4,224977
RNU6-260P,106
RN7SL868P,302
MIR1294,141
HPGD,32979
NOPCHAP1,87881
RN7SKP60,238
RNU2-48P,190
HMGB1P50,1344
RNU6-500P,106
RNA5SP200,102
RNU6-209P,106
PDPR,48205
MIR8056,81
RNU6-168P,100
MIR5003,98
DGLUCY,165299
RNU1-17P,151
MIR8089,81
RNU6-525P,103
CHAT,58847
MIR340,94
RNU6-1036P,103
MS4A5,25642
OSCAR,8024
GPC2,7775
SLC34A1,19613
SUDS3,41478
RPS10P28,811
OSBPL1A,235835
H3P27,339
OAF,19302
IMPG1,151564
KLK2,18999
PVRIG2P,1332
MIR6840,70
PPP1R35,1215
MYF5,2759
B3GALNT1,21528
BBS10,3941
LENG1,4560
SPACDR,7640
POU2F3,83305
RNU6-393P,106
RPL23AP67,473
MIR3609,79
RNF14P3,1392
MIR1285-1,83
CRADD,217465
TUBB3P2,231
CDK6,231652
SNTA1,35806
MAP2K4,123001
MTCYBP9,302
TOMM40P4,1026
PFN3,552
BPIFB3,19944
NDUFA3,6529
IMP4,5090
GRK6,39697
SPMIP7,63373
KIAA1549,150008
RPS24P12,393
NIP7P3,514
DNMT3B,46974
TRAPPC11,54327
CCDC60,206328
MTRF1L,15347
EXOSC6,5162
RN7SL279P,283
MIA-RAB4B,25295
COX5BP2,333
RNU11-2P,141
MIR744,97
RPL9P32,619
TAAR4P,1038
ARHGAP44-AS1,30102
MIR1269B,74
NUDT4,30263
CEP89,96066
DDX19B,45642
PPP1R14B,2464
MTND4LP20,269
RSPO3,80810
MTCO2P31,683
MTRES1P1,725
FUCA2,16908
ELAC2,26453
KCNK4-CATSPERZ,13047
RPL21P64,465
CATSPERZ,4412
CLNS1AP1,681
SLC17A5,60613
GPNMB,39141
PRDX5,3690
SLC18A3,2410
RPS4XP8,770
RPL17P25,554
ZNF248,81580
MTND4P13,1022
DSTNP5,522
ATP5MC2P3,424
DBF4P2,1524
RPL9P13,574
LRP1B,1899593
WASF1,80185
RAB4B,18726
DRAM1,134550
RNA5SP452,118
RNU6-435P,104
MIR320C2,49
CCDC88B,17330
TKTL2,2659
PARD6G-AS1,31932
SRRM4,181510
YWHAQP4,656
COPS3P1,2621
NWD2,204720
NCOA4,25535
LINC01926,25896
MTCO3P9,780
LINC02496,45528
ATP5MGP4,306
NPY2R,8442
PPP6R1,29238
TSPAN8,316813
SUN2,60853
SETP12,1589
ANP32CP,704
RPL7AP27,648
LINC02437,16189
PRR7,9841
DPP3P1,2306
HSPE1P23,316
LINC01544,10493
RPSAP23,882
GPM6A-DT,21882
ACTP1,382
KCNJ3,160499
SLC25A13,201927
RN7SKP113,294
MIR548I2,148
RNA5SP154,110
RNA5SP156,109
RNU6-578P,102
RN7SKP170,327
MIR572,94
SNORA75B,136
MIR573,98
RN7SL16P,268
RNU6-420P,106
RNA5SP157,42
RN7SL101P,278
MIR4275,86
RNU7-126P,61
MIR1255B1,62
RNU6-573P,105
MIR4801,81
RNU6-931P,106
RNU6-412P,105
TMEM177,7340
RNU6-32P,106
RN7SL193P,275
RN7SKP199,304
RNU6-158P,99
DDX41,5384
MIR8053,74
MIR548AG1,65
RNU6-1325P,104
RNU6-699P,109
RNU6-191P,93
RNU1-63P,163
RNA5SP527,126
TAS2R4,5017
GARRE1,101014
RNU6ATAC5P,125
RNU4ATAC9P,125
RNU6-499P,106
RNU6-774P,106
RN7SKP48,327
LRP1,84878
MIR575,93
CCM2,76994
RNU6-615P,105
RNU6-1059P,97
MIR4451,65
RN7SKP28,304
RNU6-462P,104
RNU6-551P,102
RNU6-34P,106
RNU6-635P,101
LSM14A,56784
SNORA24,130
RN7SL55P,296
MIR576,97
MIR8066,77
MIR1255A,112
RN7SKP137,306
RNU6-948P,106
RNU6-119P,106
RNU6-550P,100
RNU1-89P,163
RNU6-224P,106
RN7SL808P,298
RNA5SP166,101
RNU7-197P,61
RNU6-1230P,107
RNA5SP167,115
RNA5SP165,114
RN7SKP253,308
MIR4799,73
RN7SL254P,283
MIR548G,88
SNORD39,70
RNU4-79P,140
COPRSP1,528
RN7SKP188,316
RNA5SP170,100
SLC6A14P3,461
MTND2P22,1032
RNU6ATAC13P,130
RN7SKP105,313
MIR6082,108
RN7SL776P,267
MIR7155,55
RNA5SP171,114
RNA5SP173,135
MIR4454,54
RNU6-335P,112
RNU6-1053P,100
RNU6-479P,104
RN7SL28P,297
DRGX,32023
IGKV1OR2-2,478
RNU2-34P,120
RNU2-66P,160
RN7SKP67,234
RNU2-44P,193
MIR4276,69
FBXO5,13060
RNU6-173P,103
EIF5AL1,3907
RNU1-51P,175
HMX2,2536
RPS6KA4,13067
PARG,151924
PTPN18,19360
LINC01415,4995
PPIL4,41548
GACAT2,11865
NFXL1,67434
PSG7,13075
PYGB,49927
RPL10P17,315
LINC01882,36657
RBP7,18815
ERMARD,29962
HSPBP1,18158
GPR157,28797
LINC02958,24898
TTC39C-AS1,27772
ZBTB40,102319
LINC01443,27948
LINC01444,19046
COSMOC,7484
TIAL1,25227
LINC-ROR,17561
ABHD12,96093
SUMO1P4,301
HS3ST3A1,107897
MIR548H3,117
SLC6A16,35577
MIR1237,101
COX10,162246
RPS21P2,250
LRRC57P1,683
ZNF92,27337
GTSCR1,40378
TIGD6,7536
MGAT5,334638
SLC22A11,17185
RPL10P12,317
SETP7,452
NENFP2,439
HMGXB3,53096
RPL29P26,464
WDR86,34818
RPS20P4,354
NPHP4,129662
RN7SKP187,329
MTND5P8,1082
MTND6P24,517
SNORA74,198
DDX19A,26522
CDRT15,1189
CSF1R,60081
C2orf80,24687
IFRD1,58130
HS3ST3B1,48323
SLC22A12,11712
RPS18P12,458
VN1R88P,291
RPL23AP76,457
PLPP7,69563
CDRT7,982
MGAT2P2,1464
CT45A3,8345
SLC16A9,85238
PRPSAP1,75043
CT45A6,8102
BRSK1,30490
TMEM268,35216
MIR133A1HG,6052
PIWIL3,55686
PPIAP2,491
FAM107B,256340
ASIP,74775
CT45A2,8344
UTP20,106513
XPOTP1,2397
CT45A8,8041
DENRP1,584
TEX53,6070
AHCY,31534
FARSB,89193
TEX48,15758
TNFSF15,21387
ZC2HC1B,73907
ATP6V1G1,11209
CT45A9,8394
PSMD5,27455
RFPL2,14638
MIR505,83
CXorf66,9793
HNRNPA3P3,1136
RN7SL727P,295
MIR652,97
MIR3978,100
SNORD96B,78
AMMECR1-IT1,1801
CDC42P1,547
ITCH-AS1,433
ITCH-IT1,3622
NIPAL1,126031
MIR644A,93
SOWAHD,1614
FDX1P1,550
JPT1P1,463
MAP1LC3A,13491
RPL39,5126
LINC00907,575210
HNMT,52344
P2RX6,18205
GINM1,25454
SNORA69,131
RNF113A,1258
RNU6-24P,106
NDUFA1,4830
SAMD5,228857
SPHK1,11276
PHF19,39245
RPL7P1,746
PSMB1,104
AKAP14,24879
RNU6-838P,107
PDGFRB,42033
SSBL6P,597
LGR5,146512
MIR4449,65
SNORA26,121
ERVMER34-1,28968
NRXN2-AS1,13282
BCHE,64558
PIGU,138248
RASL11B,4518
ST3GAL2,63260
SLC2A12,65043
RN7SKP275,300
RPL31P29,338
RN7SL335P,303
MTCO1P44,242
TAAR7P,241
RPL27P7,412
ULBP1,9772
ADAD1,50836
NKAP,23079
COPS8,14592
SOBP,171200
RASGRP2,18545
MTCO3P38,765
DYNLRB1,24563
LSMEM1,10209
ARHGEF26,140001
ITCH,148538
LINC00470,153961
WDR27,244855
RPS27P26,238
RNU6-23P,106
ZNF578,63329
NPM1P14,1182
C14orf132,54609
MIR1587,52
C5AR1,32043
UBE2O,63696
RPS11P7,464
FCSK,25679
NOS3,23571
IMPDH1P2,1543
HES5,1500
ESRRB,191125
BCOR,127514
PPIAP34,491
PPP1R12C,26723
PHACTR4,130782
ERAP1,47290
CEACAM4,8059
BDKRB2,39487
RPL7P49,707
CYGB,23819
RNU6-668P,106
PLEKHA3P1,946
CYCSP56,305
DNAJC19P2,330
APELA,21787
CEACAM21,37326
FOXN3,494278
SLC9A9-AS2,823
NPM1P28,839
KC6,256429
TRIM60P14,1418
RPS6P4,757
FAM218BP,457
TM4SF1,8670
PRCD,25992
NACA3P,647
TRIM32,13995
RPS15AP13,325
CDCA4P1,623
RPL21P51,479
CER1,3009
TRIM60,25291
CFAP221,117819
RNU6-1260P,106
LDHAP4,997
PSIP1P1,995
UBE2V1P10,268
EIF3JP3,720
ANXA2P2,1019
AMTN,14174
TRBV21OR9-2,465
UBTD2P1,7162
DNAJC19P3,330
TRBV22OR9-2,135
TPM3P5,746
TRBV23OR9-2,459
TRBV24OR9-2,567
IFITM3P7,401
LINC01480,10098
TRBV25OR9-2,497
SNORD1C,77
SNORD1B,83
SNORD1A,71
CEACAM7,33673
ST6GALNAC2,21579
PTENP1-AS,11226
LINC01254,9751
MMP14,12481
SLC9A1,68172
TRBV26OR9-2,292
KLF7P1,1047
WDR70P1,2648
LINC02856,2514
TRBV29OR9-2,607
ADGRD1,187562
UBE2R2,103239
CEACAMP3,5486
SLC16A8,6050
RPL10P10,663
RNU4ATAC11P,125
SNORD121B,80
SNORD121A,81
AK4P5,633
SLC9A9,583263
OSTCP8,447
RN7SKP114,278
DCAF12,41012
ZDHHC14,297024
TMEM121B,5070
CD37,8164
TUBB4BP2,797
ENAM,18080
IL17RA,30739
CTSL,7418
ST6GALNAC1,19025
UTP3,2019
LRRC14B,4839
GINS1,61692
RNU6-520P,103
RNU6-784P,105
CCDC127,21285
RPS16P3,294
TOMM22P6,408
RUFY3,104415
EXOC3,28762
TYMSOS,27466
SFR1,4327
FREM1,173843
NEK11,323615
TRIP11,74905
RAPGEF4,317619
HMGB1P17,627
ASIC3,4464
FOXA2,4457
OGA,34022
PDE7B,343873
KRT18P3,1287
GCNT1P1,1294
RNA5SP476,102
LINC01541,59041
POLR3F,17770
SF3B3,53879
PAFAH2,38350
RNU6-227P,102
RNY4P36,95
RPL31P62,327
MIR636,98
RNU6-97P,103
HDHD5,27776
LINC01925,15581
SLC9A3-OT1,6974
RHBDF2,30899
LINC01915,173991
SLC9A3,220
CACYBPP3,624
TULP4,279592
MIR3192,76
RPL21P3,787
RBBP9,10685
FTHL17,808
RN7SL187P,302
RNU6-894P,104
RNA5SP501,111
NPM1P8,836
MIR3915,96
MIR548F5,85
DMD-AS3,1460
TBCAP1,326
RN7SL667P,297
GSPT2,2790
PTGES2,7769
MIR3976HG,154880
BORCS8,15688
RNU6-504P,103
ARL8BP2,872
RPS19P1,433
PGK1P1,1247
RNU6-1225P,64
SEC23B,53895
AKIRIN1P2,569
AJAP1,137925
YIPF6,38720
NDUFB1,5795
AZU1,6921
CBY1,17218
CPSF2,50176
PRTN3,7176
PRXL2AP1,667
LSM3P2,272
PTAFR,46770
ZNF10,28890
CDK5,4082
RPL17P24,558
RPL23AP46,489
SLC25A33,45708
CTAGE13P,2445
SNORD111B,79
PHF10,21664
SNORD111,93
RNU6-245P,106
OPHN1,484564
PLPPR3,9467
GJB3,5155
TOX4,22578
MED16,25588
RBFOX2,200161
SLC9A3-AS1,7648
LINC01756,20494
RNU6-891P,110
ALG1L14P,3973
AARS1,37724
USP17L10,1592
USP17L11,1592
USP17L12,1592
PYGM,13585
CD22,28100
LINC01899,55599
UBA52P7,379
SNHG20,13186
USP17L13,1592
KRT18P60,1296
MIR4456,42
USP17L17,1592
CEP72,12233
USP17L18,1592
USP17L23,550
ARL1,14656
EYA3,118293
LINC01905,257143
USP17L5,1592
USP17L27,1592
USP17L28,1592
KCNIP2,17946
USP17L29,1592
USP17L30,1592
DEFB108F,4361
RNA5SP153,75
DEFB130D,7389
USP17L20,1592
USP17L21,1592
TMUB1,2408
USP17L22,1592
USP17L24,1592
ELANE,5233
USP17L25,1592
USP17L26,1592
USP17L14P,1592
USP17L16P,1592
USP17L19,1592
USP17L9P,1592
TPPP,33490
USP17L6P,1196
LINC02173,19960
GIMD1,11386
SMC5,95895
CFD,8431
DANCR,11298
BRD9P2,1548
SPICP4,717
ASB10,12134
SPCS2P3,655
RNU6-572P,79
SNHG4,10797
METTL3,13209
PRELID2P1,300
NUDT6,34271
LINC01539,187650
IQCA1L,14623
ALKBH2,5443
SEC14L1,128352
ABCF2,15721
SNORA74D,140
SNORA74A,197
AIG1,280562
MAP4K2,18323
RNU6-1196P,93
ANXA2P1,925
RN7SL419P,286
IL2,5255
VMA21,12849
MATR3,57919
ATP6AP1,7883
TAOK3,223106
TRIM59-IFT80,222375
RN7SL726P,298
SALL2,16136
MIR204,109
PIGUP1,504
RPL35AP21,332
OR13F1,959
OR13C4,956
OR13C8,962
OR13D2P,906
OR13C5,956
OR13C2,956
TNFSF10,17967
OR13C9,956
OR13I1P,1263
LINC01416,116531
OR13D3P,936
HERPUD2,64800
NIPSNAP3A,12437
SPIN2B,2997
SEPTIN9-DT,25148
RN7SKP193,305
VCPKMT,7968
SEPTIN9,220027
RAP1GDS1,182474
KATNA1,54099
ARHGAP28-AS1,1775
NIPSNAP3B,13635
SSX5,10575
DLGAP1-AS4,93243
SOS2,114448
CLDN2,30697
MTND3P7,342
RSBN1L,86563
ABCA1,147149
SEPTIN10,71344
DRP2,44733
PHC3,95017
SMIM26,2216
RN7SL638P,289
RNU6ATAC34P,120
DUXAP7,852
MIR122HG,7978
DTD1-AS1,24314
RBCK1,24641
LINC01917,100282
TMEM60,4706
DDX3ILA1,4787
LINC01919,61558
TUBE1,16866
KAZN,1225251
UFC1P1,498
MAGI2-AS1,1045
MAGI2-AS2,3289
RNU6-337P,105
RNU6-530P,106
NUP35P2,942
HSFX3,1714
GGCT,8220
ZXDA,5028
MAGEB18,2393
KIF26B,554447
MALT1-AS1,1868
MAGEB6,3206
MAGEB5,2101
GGT5,25454
GK4P,1569
CEP192-DT,6493
ATXN7L3P1,1000
EIF4BP9,1512
MTFR1P1,1010
YPEL5P3,351
MRRFP1,1674
ZNF24TR,29203
GRIA3,306762
ASCL1,2839
TRPC6P10,378
USP30,64934
CRHR2,48187
SSXP10,564
LTV1,20474
CBY1P1,404
TNFRSF1B,42237
L2HGDH,74666
RPSAP45,873
TBR1,9573
LINC00668,10523
KNDC1,66193
AFG1L,231805
IL17REL,20954
RTEL1-TNFRSF6B,39384
UBE2L3,74587
DKKL1,13333
MIR4504,91
FIGN,142616
RBMS2P1,1225
CDKL1,90196
CPM,129373
MTND2P19,2717
EHD1,36654
EDDM3CP,424
RPSAP27,849
MTCO1P7,1541
LINC01832,5300
RPL32P5,372
FAM32BP,639
ALDH7A1P2,620
CECR9,198
BMS1P19,874
RN7SL843P,296
H3P47,399
PPIAP66,497
ADA2,79445
RPL27AP4,442
EXTL2P1,415
MTCO1P45,266
DYNLT2,11473
UBE4B,148407
MTND1P27,901
OR2T4,962
OR2T2,10213
MIR4325,89
RPL39P39,150
SPO11,14191
TBL1X,277717
OR2T1,4972
VN1R81P,371
OR2T6,16065
ADAM23,177595
PPP1R37,56681
OR2T7,7957
OR2T3,956
UBE3D,173451
OR2T5,2524
FGF8,10262
RPGRIP1,71218
SCARNA16,186
MIR6516,80
RNU4-47P,113
CYCSP40,593
MIR4316,70
SMCO4P1,176
MEIOC,33904
LINC01782,3828
PXYLP1,139027
CHCHD2P3,450
LINC01478,299210
SLC25A42,49036
GARS1,53500
VPS51P3,362
RPS4XP21,749
CCDC43,16710
GPR143,60951
MIR192,109
MIR194-2,84
MIR6750,74
MIR6749,68
COX18,17393
ZNF807P,2933
PPP2R5B,16922
RNU6-2,106
ABTB3,341221
RAE1,27988
MIR1302-11,137
RN7SL121P,272
MIR7850,78
RNU6-782P,103
MIR1470,60
RN7SL70P,301
RNU6-1028P,92
RNA5SP469,108
GFRA1,219878
RNA5-8SP4,149
RNU6-967P,107
RNA5SP471,105
RNA5SP472,118
RN7SL154P,323
RN7SL368P,276
MIR4324,71
ACP7,27580
DBF4B,43656
RNA5SP195,116
RN7SKP64,327
NMBR-AS1,986
PAIP2,28133
RPL7P27,719
DNAJA1P4,1165
MYOZ2,51957
MTATP6P31,691
BAG2,17507
WDR38,4473
EGFL6,63974
LINC01929,22759
GPHA2,1422
KRT18P65,1285
RPL36P10,309
LINC01854,31675
TMEM51-AS1,41803
FEM1AP3,1740
OLIG3,2195
RPL17P15,1528
HNRNPDP2,477
MOB1B,120123
RAB23,35315
NCCRP1,4920
GPR21,1998
RPS20P12,355
KRT18P46,1278
FRRS1L,36956
MAJIN,34591
RPL30P15,320
MIR6086,54
RN7SKP20,312
RAB9A,21376
PLA2G5,63732
LINC01790,30840
TMEM163,263241
RN7SL819P,269
OFD1,43212
RPL6P26,837
ODAPH,9823
RNU1-19P,164
SLC23A1,17357
MMRN2,33941
IFT74,119095
ADAM11,22858
BATF2,9073
MIR548T,73
RAB1AP2,571
YAE1,43935
HMGB2,3056
LY75-CD302,132859
LINC01895,35844
LATS1,59952
COX16,91903
ARL2,8024
SNCG,4659
MTND1P9,943
TMX1P1,822
RBM38,17937
TMEM170A,22443
RALA,84555
LINC02463,75778
RPS6P20,1108
LINC01900,117851
PTPRU,90297
KRT18P20,1278
MMACHCP1,248
LARP7P4,877
SYNJ2BP-COX16,91010
BMS1P3,8182
AGAP11,8269
GATA6-AS1,82295
FAM25A,4436
RNU6-719P,103
CHST6,23393
CICP22,1318
SSBP3P1,1147
MIR653,95
ACOT8,15684
MIR489,83
RNU6-529P,103
SHLD2,97304
CALCR,150244
MIR6879,65
EEF1A1P18,1125
FNDC3B,362091
SAP30,7563
RPH3A,328501
CDC42BPG,21601
RNU2-51P,196
SYNJ2BP,50591
GABARAPL2,11506
SCRG1,21679
RN7SL733P,328
ADGRA1,43751
ADAM21,43320
RPSAP72,357
RGS17,126823
RNU6-659P,103
ADAM20,12657
MZB1,2614
RPL5P11,892
RNU6-1096P,101
MED6,19433
TERF2IP,114099
HAND2,5260
GPAM,65512
MYL12-AS1,6832
RNU4-52P,137
RPL29P4,473
GPKOW,10328
DACT2,26947
GJC1,32368
LINC02557,1108
DUXB,7568
IGLL1,7177
RN7SL520P,285
ATP5PBP7,759
PROB1,4512
CPHXL,12359
RNA5SP403,107
MORF4,970
RNA5SP404,131
RANP6,643
IMPDH1P11,1503
NACAP5,635
RN7SL493P,298
DNAJC18,35903
MED28-DT,28318
RNU6-633P,102
MED28,19464
MIR3935,103
HIGD1B,4123
OR51C4P,947
KRT8P49,1431
OR51F3P,900
POM121L7P,2403
OR51F4P,898
E2F6P2,747
DEFB121,7993
RN7SL262P,293
AMFR,64093
OR51N1P,951
OR52Y1P,1506
MAGEA9,5807
OR52R1,947
LRRC74B,18222
SLC35F1,410412
OR51A6P,1003
CT47A10,3322
OR51G1,965
DEFB123,9625
OR51A3P,923
OR51A2,941
OR51A5P,941
DEFB124,11286
SNHG22,37115
RN7SL566P,295
SPATA31G1,4891
REM1,9607
FAM184B,152315
CT47A9,3322
PAF1,5525
RN7SL352P,276
POLDIP3,31241
MIR6720,97
MIR3691,89
RNU6ATAC21P,125
RN7SL554P,291
RNU6-793P,103
EFTUD2,49497
RNU6-522P,106
HBB,3931
TPT1P2,7901
MTND2P20,660
LINC01909,63854
RNU6-645P,105
MIR548A1,96
RN7SL332P,253
RPL15P5,636
RNA5SP204,117
TM9SF4,57544
RNU6-263P,106
RNU6-1060P,106
RN7SKP240,374
RNA5SP205,135
LIVAR,1841
CWC22,62421
RNU6-801P,104
RNU6-150P,94
RNU6-930P,99
CT47A8,3322
RN7SL273P,298
RNU1-54P,119
RNU6-754P,106
RN7SL338P,292
MIR5685,78
RNU7-65P,61
RNU1-136P,163
RN7SL580P,286
RNA5SP208,77
STOML2,3419
RNU6-1023P,105
RNU7-66P,61
RNU6-261P,101
MIR548U,80
RNU6-84P,101
LINC02582,67405
RNU6-155P,99
RNU6-1338P,90
RNA5SP209,96
RN7SKP256,313
RNA5SP210,119
RNU6-248P,106
RN7SL643P,290
RN7SL415P,288
MIR4643,77
MIR548AI,87
RN7SL509P,296
RNU4-66P,137
RN7SL797P,296
DCAF16,10103
RNU7-48P,62
RNU6-1299P,99
MIR2113,90
RNU6-1106P,106
MIR4464,91
RN7SL47P,298
RNU6-344P,110
RNU6-957P,98
RNU6-1163P,106
RNU6-732P,102
RNU6-214P,106
MIR584,96
RN7SKP145,302
RNU6-1016P,93
HTR1A,4633
HBD,10979
RN7SKP18,274
NCAPG,33886
RNU6-897P,104
RN7SKP163,329
RNA5SP215,121
RNU6-1226P,106
RN7SKP51,303
RN7SKP56,330
RNU6-253P,104
MIR588,82
RNU6-200P,106
RNU4-76P,140
MIR3144,78
RNA5SP216,122
RNU6-475P,103
RNU1-18P,163
SNORD101,72
MIR3662,94
RNU6-1222P,106
SNORD100,75
MIR548B,96
RNU6-194P,104
SNORA33,129
TECTB,21638
RNU7-152P,63
RN7SKP211,314
RNU6-896P,106
RNA5SP225,134
RNU2-8P,189
RNU4-7P,140
RNU6-300P,103
RNA5SP224,125
RN7SKP106,271
OGFOD1,27583
MIR1202,82
RN7SL564P,249
MIR4644,83
SNORD28B,74
RNA5SP221,102
DNAJC19P6,279
HSPE1P9,626
HBG2,252417
HSFX2,2802
GAPLINC,20849
MIR6715B,76
MIR6715A,78
RTL8B,2029
RN7SKP110,284
KRT18P7,1218
TTC9-DT,32500
KIF3B,57360
RTL8C,1191
RN7SL77P,293
TTC9,33450
ZEB1,211319
ACSL6,62270
LINC01908,122742
HBE1,237307
EGLN3-AS1,19203
RN7SKP108,327
MED29,9338
RTL8A,1264
HECW2,404585
CEP170,131365
MAP3K9,87008
MGAM,68223
NCLP2,1461
NOL4L,142274
SMIM10L2B,3727
ETDB,1571
EEF1B2P8,670
OR51AB1P,619
CT55,14858
OR51B4,932
SLC9A3P2,2020
OR51B3P,912
OR51B8P,768
ABHD17AP4,3148
MIR4530,55
OR51B6,938
SI,99598
TMEM258P1,234
PI4KA,151726
OR51J1,950
ZNF516-AS1,2931
OR51Q1,1095
PLEKHG2,15746
OR51K1P,949
LINC01901,84572
OR51A10P,936
OR52D1,1064
ETDA,1522
KRT18P63,1302
UBQLN3,2658
ETDC,179
NOCT,30158
ZNF449,18617
LINC01902,96553
RNU1-33P,161
ATOSB,12229
UBQLNL,4038
SULF2,130419
FBXO30,21293
RNU6-531P,103
RN7SL382P,281
PPP1R14BP3,444
SMIM10L2A,6131
OLFM5P,6514
RN7SL311P,305
OR52V1P,897
OR52H2P,901
RNA5SP515,117
RNU6-506P,93
OR52T1P,938
CROCCP1,5674
TBPL1,38262
RNU6-1074P,103
HNRNPA1P53,945
OR52B6,1007
MGARP,14060
WDR4P1,1155
PRDX4,22135
TRIM6,16849
TCF21,6440
KARS1,21169
NDUFC1,35671
GSTA3,13059
SEC23A,77727
ACOT9,65420
GSTA4,17356
TNFRSF14,9743
HELZ2,16153
FTLP18,522
CCDC103,6248
GJB5,3465
RPS16,2812
RN7SK,327
RN7SL244P,296
GCM1,21880
MIR3152,73
